===2019-10-15 14:09:41.613 DEBUG org.springframework.boot.web.servlet.filter.OrderedCharacterEncodingFilter Line:241 - Filter 'characterEncodingFilter' configured for use
===2019-10-15 14:09:41.617 DEBUG org.springframework.boot.web.servlet.filter.OrderedFormContentFilter Line:241 - Filter 'formContentFilter' configured for use
===2019-10-15 14:09:41.633 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'entityManagerFactory'
===2019-10-15 14:09:41.633 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration'
===2019-10-15 14:09:41.634 DEBUG org.springframework.core.LocalVariableTableParameterNameDiscoverer Line:108 - Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration$$EnhancerBySpringCGLIB$$ba2548d3] - unable to determine constructor/method parameter names
===2019-10-15 14:09:41.636 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'dataSource'
===2019-10-15 14:09:41.636 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure'
===2019-10-15 14:09:41.691 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties'
===2019-10-15 14:09:41.760 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'statFilter'
===2019-10-15 14:09:41.761 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration'
===2019-10-15 14:09:42.135 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker'
===2019-10-15 14:09:42.138 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:777 - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker' via constructor to bean named 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties'
===2019-10-15 14:09:42.138 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:777 - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker' via constructor to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@cdeda2'
===2019-10-15 14:09:42.145 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'spring.jpa-org.springframework.boot.autoconfigure.orm.jpa.JpaProperties'
===2019-10-15 14:09:42.150 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'spring.jpa.hibernate-org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties'
===2019-10-15 14:09:42.152 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:777 - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration' via constructor to bean named 'dataSource'
===2019-10-15 14:09:42.153 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:777 - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration' via constructor to bean named 'spring.jpa-org.springframework.boot.autoconfigure.orm.jpa.JpaProperties'
===2019-10-15 14:09:42.153 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:777 - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration' via constructor to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@e33a58'
===2019-10-15 14:09:42.153 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:777 - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaConfiguration' via constructor to bean named 'spring.jpa.hibernate-org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties'
===2019-10-15 14:09:42.155 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'platformTransactionManagerCustomizers'
===2019-10-15 14:09:42.155 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration'
===2019-10-15 14:09:42.160 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'spring.transaction-org.springframework.boot.autoconfigure.transaction.TransactionProperties'
===2019-10-15 14:09:42.165 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'hikariPoolDataSourceMetadataProvider'
===2019-10-15 14:09:42.165 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration'
===2019-10-15 14:09:42.183 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'entityManagerFactoryBuilder'
===2019-10-15 14:09:42.185 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:213 - Creating shared instance of singleton bean 'jpaVendorAdapter'
===2019-10-15 14:09:42.220 DEBUG org.springframework.jdbc.datasource.DataSourceUtils Line:114 - Fetching JDBC Connection from DataSource
===2019-10-15 14:09:42.344 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:777 - Autowiring by type from bean name 'entityManagerFactoryBuilder' via factory method to bean named 'jpaVendorAdapter'
===2019-10-15 14:09:42.349 DEBUG org.springframework.beans.factory.support.DefaultListableBeanFactory Line:777 - Autowiring by type from bean name 'entityManagerFactory' via factory method to bean named 'entityManagerFactoryBuilder'
===2019-10-15 14:09:42.353 DEBUG org.springframework.jdbc.datasource.DataSourceUtils Line:114 - Fetching JDBC Connection from DataSource
===2019-10-15 14:09:42.385 DEBUG org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean Line:361 - Building JPA container EntityManagerFactory for persistence unit 'default'
===2019-10-15 14:09:42.408 DEBUG org.hibernate.jpa.internal.util.LogHelper Line:102 - PersistenceUnitInfo [
	name: default
	persistence provider classname: null
	classloader: sun.misc.Launcher$AppClassLoader@b4aac2
	excludeUnlistedClasses: true
	JTA datasource: null
	Non JTA datasource: {
	CreateTime:"2019-10-15 14:09:41",
	ActiveCount:0,
	PoolingCount:1,
	CreateCount:1,
	DestroyCount:0,
	CloseCount:2,
	ConnectCount:2,
	Connections:[
		{ID:28114409, ConnectTime:"2019-10-15 14:09:42", UseCount:2, LastActiveTime:"2019-10-15 14:09:42"}
	]
}
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/E:/myProjects/springboot-learn/aop/target/classes/
	Shared Cache Mode: UNSPECIFIED
	Validation Mode: AUTO
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties []
===2019-10-15 14:09:42.418 DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl Line:46  - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
===2019-10-15 14:09:42.419 DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl Line:46  - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
===2019-10-15 14:09:42.421 DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl Line:46  - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
===2019-10-15 14:09:42.612 DEBUG org.hibernate.service.spi.ServiceBinding Line:68  - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
===2019-10-15 14:09:42.642 DEBUG org.hibernate.cache.internal.RegionFactoryInitiator Line:118 - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
===2019-10-15 14:09:42.643 DEBUG org.hibernate.cache.internal.RegionFactoryInitiator Line:49  - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
===2019-10-15 14:09:42.687 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration boolean -> org.hibernate.type.BooleanType@17ca28e
===2019-10-15 14:09:42.688 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration boolean -> org.hibernate.type.BooleanType@17ca28e
===2019-10-15 14:09:42.688 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@17ca28e
===2019-10-15 14:09:42.689 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@63cb9
===2019-10-15 14:09:42.689 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration true_false -> org.hibernate.type.TrueFalseType@18e7ead
===2019-10-15 14:09:42.690 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration yes_no -> org.hibernate.type.YesNoType@11a30e5
===2019-10-15 14:09:42.691 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration byte -> org.hibernate.type.ByteType@be455c
===2019-10-15 14:09:42.691 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration byte -> org.hibernate.type.ByteType@be455c
===2019-10-15 14:09:42.692 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@be455c
===2019-10-15 14:09:42.693 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration character -> org.hibernate.type.CharacterType@1ca3eb5
===2019-10-15 14:09:42.693 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration char -> org.hibernate.type.CharacterType@1ca3eb5
===2019-10-15 14:09:42.693 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@1ca3eb5
===2019-10-15 14:09:42.694 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration short -> org.hibernate.type.ShortType@1f2aa32
===2019-10-15 14:09:42.694 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration short -> org.hibernate.type.ShortType@1f2aa32
===2019-10-15 14:09:42.694 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@1f2aa32
===2019-10-15 14:09:42.695 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration integer -> org.hibernate.type.IntegerType@1f60b7d
===2019-10-15 14:09:42.696 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration int -> org.hibernate.type.IntegerType@1f60b7d
===2019-10-15 14:09:42.696 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@1f60b7d
===2019-10-15 14:09:42.697 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration long -> org.hibernate.type.LongType@1be51aa
===2019-10-15 14:09:42.697 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration long -> org.hibernate.type.LongType@1be51aa
===2019-10-15 14:09:42.697 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.Long -> org.hibernate.type.LongType@1be51aa
===2019-10-15 14:09:42.698 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration float -> org.hibernate.type.FloatType@c8fcfb
===2019-10-15 14:09:42.698 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration float -> org.hibernate.type.FloatType@c8fcfb
===2019-10-15 14:09:42.699 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@c8fcfb
===2019-10-15 14:09:42.700 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration double -> org.hibernate.type.DoubleType@1228d83
===2019-10-15 14:09:42.700 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration double -> org.hibernate.type.DoubleType@1228d83
===2019-10-15 14:09:42.700 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@1228d83
===2019-10-15 14:09:42.701 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@3bb39a
===2019-10-15 14:09:42.701 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@3bb39a
===2019-10-15 14:09:42.702 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@1fd0114
===2019-10-15 14:09:42.702 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@1fd0114
===2019-10-15 14:09:42.703 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration string -> org.hibernate.type.StringType@1729a97
===2019-10-15 14:09:42.703 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.lang.String -> org.hibernate.type.StringType@1729a97
===2019-10-15 14:09:42.704 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@1e4b86c
===2019-10-15 14:09:42.704 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@1ae1f80
===2019-10-15 14:09:42.705 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration url -> org.hibernate.type.UrlType@8f4faa
===2019-10-15 14:09:42.706 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.net.URL -> org.hibernate.type.UrlType@8f4faa
===2019-10-15 14:09:42.706 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration Duration -> org.hibernate.type.DurationType@b829d5
===2019-10-15 14:09:42.707 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@b829d5
===2019-10-15 14:09:42.708 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration Instant -> org.hibernate.type.InstantType@157025d
===2019-10-15 14:09:42.708 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@157025d
===2019-10-15 14:09:42.709 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@567b05
===2019-10-15 14:09:42.709 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@567b05
===2019-10-15 14:09:42.710 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@1de8898
===2019-10-15 14:09:42.711 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@1de8898
===2019-10-15 14:09:42.711 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@1bb4dc5
===2019-10-15 14:09:42.712 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@1bb4dc5
===2019-10-15 14:09:42.713 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@1179f51
===2019-10-15 14:09:42.713 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@1179f51
===2019-10-15 14:09:42.714 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@1ac80a8
===2019-10-15 14:09:42.714 DEBUG org.hibernate.type.BasicTypeRegistry Line:156 - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@1ac80a8
